"date","year","month","kms","PetrolPrice","law","type","kill_injure"
1973-06-01,1973,6,15597,0.0841369037739444,0,"rear",505
1973-07-01,1973,7,16834,0.0837784051341314,0,"rear",619
1973-08-01,1973,8,17282,0.0835107427259604,0,"rear",640
1973-09-01,1973,9,15779,0.0828063938633846,0,"rear",559
1973-10-01,1973,10,13946,0.0811788933269884,0,"rear",453
1973-11-01,1973,11,12701,0.0828536069623417,0,"rear",418
1973-12-01,1973,12,10431,0.0941901186933595,0,"rear",419
1974-01-01,1974,1,11616,0.0923998429510411,0,"rear",262
1974-02-01,1974,2,10808,0.108161478199019,0,"rear",299
1974-03-01,1974,3,12421,0.10721168869023,0,"rear",303
1974-04-01,1974,4,13605,0.114042966782082,0,"rear",401
1974-05-01,1974,5,14455,0.112454115810183,0,"rear",413
1974-06-01,1974,6,15019,0.111316253290611,0,"rear",426
1974-07-01,1974,7,15662,0.11030125221242,0,"rear",516
1974-08-01,1974,8,16745,0.108197177376865,0,"rear",600
1974-09-01,1974,9,14717,0.107027443082328,0,"rear",459
1974-10-01,1974,10,13756,0.104946980916917,0,"rear",443
1974-11-01,1974,11,12531,0.119357749193208,0,"rear",412
1974-12-01,1974,12,12568,0.117621904277373,0,"rear",400
1975-01-01,1975,1,11249,0.133027420877451,0,"rear",278
1975-02-01,1975,2,11096,0.130845243689729,0,"rear",302
1975-03-01,1975,3,12637,0.128318477474772,0,"rear",381
1975-04-01,1975,4,13018,0.123547448292297,0,"rear",279
1975-05-01,1975,5,15005,0.118586811514179,0,"rear",442
1975-06-01,1975,6,15235,0.116337480161004,0,"rear",409
1975-07-01,1975,7,15552,0.11516147558196,0,"rear",416
1975-08-01,1975,8,16905,0.114501197216867,0,"rear",511
1975-09-01,1975,9,14776,0.113522979499817,0,"rear",393
1975-10-01,1975,10,14104,0.111930179432996,0,"rear",345
1975-11-01,1975,11,12854,0.110610528503361,0,"rear",391
1975-12-01,1975,12,12956,0.11527438914664,0,"rear",470
1976-01-01,1976,1,12177,0.113793485966034,0,"rear",266
1976-02-01,1976,2,11918,0.112349582098189,0,"rear",312
1976-03-01,1976,3,13517,0.111753469387189,0,"rear",300
1976-04-01,1976,4,14417,0.109642522576533,0,"rear",373
1976-05-01,1976,5,15911,0.10844089510559,0,"rear",412
1976-06-01,1976,6,15589,0.107884938936114,0,"rear",322
1976-07-01,1976,7,16543,0.109084769191454,0,"rear",458
1976-08-01,1976,8,17925,0.107571450111271,0,"rear",427
1976-09-01,1976,9,15406,0.106164022368002,0,"rear",346
1976-10-01,1976,10,14601,0.106299999323319,0,"rear",421
1976-11-01,1976,11,13107,0.104825313000088,0,"rear",344
1976-12-01,1976,12,12268,0.103451745711815,0,"rear",370
1977-01-01,1977,1,11972,0.101449920129493,0,"rear",291
1977-02-01,1977,2,12028,0.100402316427863,0,"rear",224
1977-03-01,1977,3,14033,0.098862033680192,0,"rear",266
1977-04-01,1977,4,14244,0.102496154313521,0,"rear",338
1977-05-01,1977,5,15287,0.103027431599736,0,"rear",298
1977-06-01,1977,6,16954,0.102178908220655,0,"rear",386
1977-07-01,1977,7,17361,0.0998366428726473,0,"rear",479
1977-08-01,1977,8,17694,0.0926366895833353,0,"rear",473
1977-09-01,1977,9,16222,0.0918149629077569,0,"rear",332
1977-10-01,1977,10,14969,0.090724303768407,0,"rear",391
1977-11-01,1977,11,13624,0.0900212072768793,0,"rear",370
1977-12-01,1977,12,13842,0.0893307058230937,0,"rear",431
1978-01-01,1978,1,12387,0.0884427348717763,0,"rear",366
1978-02-01,1978,2,11608,0.0883525692744791,0,"rear",250
1978-03-01,1978,3,15021,0.0867573619308237,0,"rear",355
1978-04-01,1978,4,14834,0.0849952420449752,0,"rear",304
1978-05-01,1978,5,16565,0.0845679437213488,0,"rear",379
1978-06-01,1978,6,16882,0.0844318988774436,0,"rear",440
1978-07-01,1978,7,18012,0.0843508831482932,0,"rear",500
1978-08-01,1978,8,18855,0.0836009830491076,0,"rear",511
1978-09-01,1978,9,17243,0.0834172630524962,0,"rear",384
1978-10-01,1978,10,16045,0.0827451397987249,0,"rear",366
1978-11-01,1978,11,14745,0.0852352669035281,0,"rear",432
1978-12-01,1978,12,13726,0.0847703028296526,0,"rear",390
1979-01-01,1979,1,11196,0.0844589214084587,0,"rear",306
1979-02-01,1979,2,12105,0.085352119244763,0,"rear",232
1979-03-01,1979,3,14723,0.0875592125175749,0,"rear",342
1979-04-01,1979,4,15582,0.0903829170614837,0,"rear",329
1979-05-01,1979,5,16863,0.0907832937355188,0,"rear",394
1979-06-01,1979,6,16758,0.108742780219868,0,"rear",355
1979-07-01,1979,7,17434,0.114142227335262,0,"rear",385
1979-08-01,1979,8,18359,0.112992933231466,0,"rear",463
1979-09-01,1979,9,17189,0.111320706029796,0,"rear",453
1979-10-01,1979,10,16909,0.109126229280665,0,"rear",373
1979-11-01,1979,11,15380,0.107698459343112,0,"rear",401
1979-12-01,1979,12,15161,0.107601574334496,0,"rear",466
1980-01-01,1980,1,14027,0.103775019202843,0,"rear",306
1980-02-01,1980,2,14478,0.107114170431059,0,"rear",263
1980-03-01,1980,3,16155,0.107374774370757,0,"rear",323
1980-04-01,1980,4,16585,0.111695372689559,0,"rear",310
1980-05-01,1980,5,18117,0.110638184592354,0,"rear",424
1980-06-01,1980,6,17552,0.111855211329895,0,"rear",403
1980-07-01,1980,7,18299,0.109742342683337,0,"rear",406
1980-08-01,1980,8,19361,0.108193931510232,0,"rear",466
1980-09-01,1980,9,17924,0.106255362697951,0,"rear",381
1980-10-01,1980,10,17872,0.104193034427699,0,"rear",369
1980-11-01,1980,11,16058,0.101933972880902,0,"rear",378
1980-12-01,1980,12,15746,0.102793824574291,0,"rear",392
1981-01-01,1981,1,15226,0.10476034144929,0,"rear",284
1981-02-01,1981,2,14932,0.104002535534347,0,"rear",316
1981-03-01,1981,3,16846,0.116655515402424,0,"rear",321
1981-04-01,1981,4,16854,0.11516147558196,0,"rear",358
1981-05-01,1981,5,18146,0.112989543494316,0,"rear",378
1981-06-01,1981,6,17559,0.113860643932406,0,"rear",382
1981-07-01,1981,7,18655,0.119118081064489,0,"rear",433
1981-08-01,1981,8,19453,0.124489986005886,0,"rear",506
1981-09-01,1981,9,17923,0.123222945411622,0,"rear",428
1981-10-01,1981,10,17915,0.12067793212866,0,"rear",479
1981-11-01,1981,11,16496,0.121048982651421,0,"rear",370
1981-12-01,1981,12,13544,0.116968571491487,0,"rear",349
1982-01-01,1982,1,13601,0.112750259392875,0,"rear",238
1982-02-01,1982,2,15667,0.108079306704711,0,"rear",285
1982-03-01,1982,3,17358,0.108838515984019,0,"rear",324
1982-04-01,1982,4,18112,0.111291766408542,0,"rear",346
1982-05-01,1982,5,18581,0.111304009176187,0,"rear",410
1982-06-01,1982,6,18759,0.115454357532553,0,"rear",411
1982-07-01,1982,7,20668,0.114768296055692,0,"rear",496
1982-08-01,1982,8,21040,0.117207430931122,0,"rear",534
1982-09-01,1982,9,18993,0.119076397031248,0,"rear",396
1982-10-01,1982,10,18668,0.117965862171995,0,"rear",470
1982-11-01,1982,11,16768,0.117449127100423,0,"rear",385
1982-12-01,1982,12,16551,0.116988457838933,0,"rear",411
1983-01-01,1983,1,16231,0.11261053571781,0,"rear",281
1983-02-01,1983,2,15511,0.113657015681422,1,"rear",300
1983-03-01,1983,3,18308,0.113144445252379,1,"rear",318
1983-04-01,1983,4,17793,0.118495534815352,1,"rear",391
1983-05-01,1983,5,19205,0.117969401200945,1,"rear",398
1983-06-01,1983,6,19162,0.1176866141183,1,"rear",337
1983-07-01,1983,7,20997,0.120059238961094,1,"rear",477
1983-08-01,1983,8,20705,0.119437745680998,1,"rear",422
1983-09-01,1983,9,18759,0.118881271786551,1,"rear",495
1983-10-01,1983,10,19240,0.118462360710195,1,"rear",471
1983-11-01,1983,11,17504,0.118016598400236,1,"rear",368
1983-12-01,1983,12,16591,0.117706622543368,1,"rear",345
1984-01-01,1984,1,16224,0.117776089941536,1,"rear",296
1984-02-01,1984,2,16670,0.114796991716514,1,"rear",319
1984-03-01,1984,3,18539,0.11573525277085,1,"rear",349
1984-04-01,1984,4,19759,0.115356263024722,1,"rear",375
1984-05-01,1984,5,19584,0.114815360704668,1,"rear",441
1984-06-01,1984,6,19976,0.114777477886645,1,"rear",465
1984-07-01,1984,7,21486,0.114935980147534,1,"rear",472
1984-08-01,1984,8,21626,0.114796991716514,1,"rear",521
1984-09-01,1984,9,20195,0.114093156728444,1,"rear",429
1984-10-01,1984,10,19928,0.116465521799171,1,"rear",408
1984-11-01,1984,11,18564,0.116026113132354,1,"rear",490
1984-12-01,1984,12,18149,0.116066729379379,1,"rear",491
