"Class","Sex","Age","survived"
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",0
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Male","Adult",1
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",0
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Child",1
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",0
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"3rd","Female","Adult",1
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",0
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
"Crew","Male","Adult",1
